PROP_NAME,PROP_HEADING,AGE,PRICE,CITY,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
"Seal Lane, Tangra,Kolkata","5 BHK Independent House for sale in Tangra, Kolkata",,1.5 Cr,Kolkata,"Seal Lane, Tangra,Kolkata",1440,10420,"Property for sale in Tangra, Kolkata. This 5 BHK Independent House is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.5 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 1440 Square feet. This Independent House is strategically located within close distance of famous healthcare centres such as Academic Building, Nil Ratan Sircar Medical College, Dr R Ahmed Dental College and Hospital (Old Building), and Calcutta National Medical College & Hospital. Schools...",5.0,22.5517876,88.3817142,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTV8fGhvdXNlfGVufDB8fDB8fHww
"Barrackpore, Kolkata","3 BHK Independent House for sale in Barrackpore, Kolkata",,75.0 L,Kolkata,"Barrackpore, Kolkata",1440,5210,"3 BHK Independent House for sale in Kolkata. This property is in Barrackpore, which is a coveted investment location. This tastefully designed 3 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 75.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1440 Square feet. The carpet area is 1400 Square feet. It has 3 bathroom and 3 bedrooms. Some of the very well-known and reputed specia...",3.0,22.6380124,88.3958929,https://plus.unsplash.com/premium_photo-1661883982941-50af7720a6ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8YmVhdXRpZnVsJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Baguiati, Kolkata","2 BHK Independent House for sale in Baguiati, Kolkata",,46.0 L,Kolkata,"Baguiati, Kolkata",905,5080,"2 BHK Independent House for sale in Kolkata. This property is in Baguiati, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 46.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 905 Square feet. It has 1 bathroom and 2 bedrooms. Some of the very well-known and reputed speciality hospitals like Apollo Gleneagles Hos...",2.0,22.616396,88.4278599,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMYopneXydH1Tj-HVI4vtdHy-PKAw_HOIggg&s
"Parnasree, Behala,Kolkata","6 BHK Independent House for sale in Behala, Kolkata",,1.1 Cr,Kolkata,"Parnasree, Behala,Kolkata",1440,7640,"Check out this 6 BHK Independent House for sale in Behala, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 6 BHK Independent House is perfect for a modern-day lifestyle. Behala is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.1 Cr. This property is a modern-day abode, with 1440 Square feet built-up area. The unit has 6 bedrooms and 4 bathroom. Educational institutions are closeby with schools such as Dav Public School, Garagacha Sishu ...",6.0,22.5093984,88.3065272,https://media.istockphoto.com/id/1293762741/photo/modern-living-room-interior-3d-render.webp?a=1&b=1&s=612x612&w=0&k=20&c=Nk1uLgimD0AG9ADjHPx1iLvhZnm28YW6VRZr7uGwvS0=
"Diamond Harbour, Kolkata","3 BHK Flat for sale in Diamond Harbour, Kolkata",,55.0 L,Kolkata,"Diamond Harbour, Kolkata",970,5670,"3 BHK Apartment for sale in Kolkata. This property is in Diamond Harbour, which is a coveted investment location. This tastefully designed 3 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 2. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 55.0 L. Monthly maintenance charges come to Rs 500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 970 Square f...",3.0,22.4954675,88.3166809,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
"Lake Market, Kalighat,Kolkata","1 RK Flat for sale in Kalighat, Kolkata",,18.0 L,Kolkata,"Lake Market, Kalighat,Kolkata",500,3600,"1Room+1Kitchen+2Bathroom+1Terrace at 4th Floor, No Lift, Bank Loan not applicable More About This Property 1 RK Apartment for sale in Kolkata. This property is in Kalighat, which is a coveted investment location. This tastefully designed 1 RK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 1 RK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 4. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 18.0 L. Monthly maintenance charges come to Rs 500. It is best suited f...",,22.5163785,88.3487233,https://images.unsplash.com/photo-1649083048381-520a5b3d91ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
 Moor Avenue,"2 BHK Flat for sale in Ashok Nagar, Kolkata",,40.0 L,Kolkata,"Vivekananda Nagar, Ashok Nagar,Kolkata",740,5410,"2 BHK Apartment for sale in Ashok Nagar, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Ashok Nagar which is a promising investment destination in Kolkata. This might be your chance to grab the best 2 BHK property for sale in Ashok Nagar. The property is on floor 2 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 40.0 L. The built-up area is 740 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed and multispeci...",2.0,22.4763156,88.3385928,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7ttDlu-kQVj1XCjp4EcIq4yJo1yKqpkWtg&s
"Golf Green, Kolkata","9 BHK Independent House for sale in Golf Green, Kolkata",,11.0 Cr,Kolkata,"Golf Green, Kolkata",5000,22000,"Looking for a good 9 BHK Independent House in Golf Green, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 11.0 Cr. This modern unit has a built-up area of 5000 Square feet. It is very close to some of city's best hospitals, such as, AMRI Hospital Dhakuria, AMRI Hospital Dhakuria, and KPC Medical College and Hospital. Established schools, such as Future Foundation School, Bhawani Music Institution, and B.D. Memorial are also close-by",9.0,22.4913328,88.3618382,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
"Taltala, Kolkata","4 BHK Independent House for sale in Taltala, Kolkata",,4.0 Cr,Kolkata,"Taltala, Kolkata",3000,13330,"4 BHK Independent House for sale in Taltala, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Taltala which is a promising investment destination in Kolkata. This might be your chance to grab the best 4 BHK property for sale in Taltala. This 4 BHK Independent House is available at a reasonable price of Rs 4.0 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 3000 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like SSKM & IPGM...",4.0,22.5581614,88.3643602,https://images.unsplash.com/photo-1550581190-9c1c48d21d6c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Khidirpur, Kolkata","2 BHK Flat for sale in Khidirpur, Kolkata",,48.0 L,Kolkata,"Khidirpur, Kolkata",752,6380,"Looking for a good 2 BHK Apartment in Watganj, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 4. Maintenance charges of this property is Rs 800. This modern unit has a built-up area of 752 Square feet. This property has a good view and is South-East-facing. There are 2 bedrooms and 1 bathroom. It is very close to some of city's best hospitals, such as, Woodlands Service Station, SSKM & IPGMER Hospital, and Indian Institute of Engineering Science And Technology, Shibpur. Established sch...",2.0,22.5376181,88.3158211,https://images.unsplash.com/photo-1628745423010-bfb4df95f3eb?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzR8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Bantala, Kolkata","3.5 BHK Villa for sale in Bantala, Kolkata",,70.0 L,Kolkata,"Bantala, Kolkata",2200,3180,"Property for sale in Bhojerhat, Kolkata. This 3.5 BHK Villa is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Villa's price is Rs 70.0 L. The built-up area is 2200 Square feet. This Villa is strategically located within close distance of famous healthcare centres such as TARAFDAR PHARMACY, Gazi Medical Hall, and Bhatipota Karaidanga Hospital. Schools like ICDS SCHOOL(BHATIPOTA), Bhatipota Free Primary School, and OLIVE PUBLIC SCHOOL are also nearby",5.0,22.5257153,88.4410843,https://images.unsplash.com/photo-1628745423010-bfb4df95f3eb?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzR8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Bagmari, Kolkata","1 BHK Independent House for sale in Bagmari, Kolkata",,20.0 L,Kolkata,"Bagmari, Kolkata",550,3640,"A 1 BHK Independent House for sale in Bagmari, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Bagmari's most desired properties. Contact now for more information. The price of this Independent House is Rs 22.0 L. Each unit has a built-up area of 550 Square feet. There are 1 bedroom. There is provision for 1 bathroom. This residential property is near Kendriya Vidyalaya, Matrismriti - Private Music Training Center, and Maniktala Sikhsha Bhaban school. It is also close to Apollo Gleneagles Hospitals, Peerless Hospi...",1.0,22.5840571,88.3953292,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdDoIhV4akHKqv3GcuUwlcvO2L1aZ7BnXi4Q&s
"Rajendra Prasad Colony, Tollygunge,Kolkata","10 BHK Independent House for sale in Tollygunge, Kolkata",,4.25 Cr,Kolkata,"Rajendra Prasad Colony, Tollygunge,Kolkata",2879,14760,"It is a 14bhk independent House available for sale in Near Rabindra Sarovar Metro, Tollygunge, Kolkata. More About This Property Looking for a 10 BHK Independent House for sale in Kolkata? Your search ends here. Buy this 10 BHK property in Kolkata's finest location, Tollygunge. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 4.25 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 2879 Square feet. There are a number of reputed schools in the vicinity such as Sri Sri Academy...",10.0,22.4874821,88.3430889,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Sahapur, New Alipore,Kolkata","4 BHK Independent House for sale in New Alipore, Kolkata",,1.11 Cr,Kolkata,"Sahapur, New Alipore,Kolkata",1800,6170,"Property for sale in Alipore, Kolkata. This 4 BHK Independent House is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.11 Cr. The built-up area is 1800 Square feet. The property has 4 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Woodlands Service Station, The Calcutta Medical Research Institute, and Ramakrishna Mission Seva Pratishthan. Schools like Sri Sri Academy, Dav Public School, and Mokhyadamoyee P...",4.0,22.5058805,88.3264025,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNKpNBASdiLZdhZBo7TnqnUHUXaIm6xFNTkwaZZVGwMXfDdsZbQX9XxgQ&s
"Shobhabazar, Kolkata","6 BHK Independent House for sale in Shobhabazar, Kolkata",,3.5 Cr,Kolkata,"Shobhabazar, Kolkata",3600,9720,"6 BHK Independent House for sale in Shobhabazar, Kolkata. This 6 BHK unit is available in Shobhabazar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Shobhabazar. The price of this Independent House is Rs 3.5 Cr. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 3600 Square feet. This property is at a walking distance from Apollo Gleneagles Hospitals, R.G. Kar Medical College and Hospital, and Veterinary PG Hos...",6.0,22.595881,88.3651996,https://images.unsplash.com/photo-1484101403633-562f891dc89a?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Barasat, Kolkata","6 BHK Independent House for sale in Barasat, Kolkata",,80.0 L,Kolkata,"Barasat, Kolkata",2070,3860,"A 6 BHK Independent House for sale in Barasat, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 6 BHK unit with all the modern-day comforts is one of Barasat's most desired properties. Contact now for more information. The price of this Independent House is Rs 80.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 2070 Square feet. This North-West-facing property has an excellent view. There are 6 bedrooms. This residential property is near Nayan Karan, North Point Senior Secondary School, and SPARK KIDS ABACUS. It is also close to Narayana Multisp...",6.0,22.7240295,88.4889199,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
"Metiabruz, Kolkata","3 BHK Independent House for sale in Metiabruz, Kolkata",,40.0 L,Kolkata,"Metiabruz, Kolkata",726,5510,"One of the finest property in Metiabruz is now available for sale. This is a 3 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 40.0 L. This Independent House is spacious with a built-up area of 726 Square feet. This property ensures you are a quick distance away from the city's best schools such as Satgora g.s.f.p school, Sishu Shiksha Shibir C.DSchool, and Satghara School. It is also close to good and reputed hospitals like Narayana Multispeciality Hospital, Howrah, Metiabruz Super-Speciality Hospital, and Garden Reach State General...",3.0,22.54357,88.2679343,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
"Purba Putiary, Kolkata","4 BHK Independent House for sale in Purba Putiary, Kolkata",,42.0 L,Kolkata,"Purba Putiary, Kolkata",1500,2800,"A 4 BHK Independent House for sale in Purba Putiary, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Purba Putiary's most desired properties. Contact now for more information. The price of this Independent House is Rs 42.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 1500 Square feet. There are 4 bedrooms. This residential property is near Future Foundation School, Ekalabya coaching center, and Keorapukur Girls School. It is also close to The Church Of The Lamb Of God , Spine Therapy Cente...",4.0,22.4768118,88.3485022,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
