PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATIUTUDE,LONGITUDE,url
Maad Yashwant Pride II,"1 BHK Flat for sale in Naigaon East, Mumbai",,Mumbai,38.0 L,"Naigaon East, Mumbai",500,7600,"Looking for a good 1 BHK Apartment in Naigaon East, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 8. Total number of floors is 9. Maintenance charges of this property is Rs 1500. This Apartment is available for Rs 38.0 L. This modern unit has a built-up area of 500 Square feet. The carpet area of this Apartment is 340 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Ishaan Chemist, Swasth diagnostic center, and Siddharth Hospital. Established schools, such...",1.0,19.0137554,72.8462943,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCgib1mqHFf0xP0mgqZIYJGrUwxkzi46H2Og&s
Gunjan Apartment,"1 BHK Flat for sale in Mulund East, Mumbai",,Mumbai,98.0 L,"Mulund East, Mumbai",500,19600,"A 1 BHK Apartment for sale in Mulund East, Mumbai. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Mulund East's most desired properties. Contact now for more information. This 1 BHK unit is on floor 3. There are 3 floors in this property. The price of this Apartment is Rs 98.0 L. Each unit has a built-up area of 500 Square feet. There are 1 bedroom. This residential property is near English Language classes, Podar Jumbo Kids, and GS Shetty International School. It is also close to Fortis Hospital Mulund, Fortis Hospital M...",1.0,19.1704719,72.9610447,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA-Fj_3qPhtmqo4iJHkXkIZ5B2pBcyIYRyAw&s
"Aadi Allure,Kanjurmarg East, Mumbai","1 BHK Flat for sale in Kanjurmarg East, Mumbai",,Mumbai,1.23 Cr,"Aadi Allure,Kanjurmarg East, Mumbai",604,20360,"1 BHK Apartment for sale in Kanjurmarg East, Mumbai. This 1 BHK unit is available in Kanjurmarg East and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kanjurmarg East. It is on floor 9. The total number of floors is 20. The price of this Apartment is Rs 1.23 Cr. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 604 Square feet. This property is at a walking distance from Dr.L.H.Hiranandani Hospital, Madhu Polycli...",1.0,19.1298345,72.9390389,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&w=1200
Prakash Two Roses,"2 BHK Flat for sale in Bandra West, Mumbai",,Mumbai,4.45 Cr,"Ranwar, Bandra West,Mumbai",717,62060,"One of the finest property in Bandra West is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 5. It is a 15 storeyed building. The price of this Apartment is Rs 4.45 Cr. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 717 Square feet. This property ensures you are a quick distance away from the city's best schools such as Bali Guitar Academy, St Joseph's Convent High School, Bandra west., and Duruelo Convent High School. It is also close to good and...",2.0,19.0537259,72.8275798,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
Shrinivas Mill,"1 BHK Flat for sale in Lower Parel, Mumbai",,Mumbai,1.6 Cr,"BDD Chawl, Lower Parel,Mumbai",410,39020,"1 BHK Apartment for sale in Lower Parel, Mumbai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Lower Parel which is a promising investment destination in Mumbai. This might be your chance to grab the best 1 BHK property for sale in Lower Parel. The property is on floor 0 and the total number of floors is 4. This 1 BHK Apartment is available at a reasonable price of Rs 1.6 Cr. The built-up area is 410 Square feet. This property has provision for 1 bathroom. This property is auspiciously built and is East-facing. It enjoys...",1.0,18.9965183,72.827295,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Kalpitam,"2 BHK Flat for sale in Khar West, Mumbai",,Mumbai,4.4 Cr,"Pali Village, Khar West,Mumbai",940,46810,"2 BHK Apartment for sale in Khar West, Mumbai. This 2 BHK unit is available in Khar West and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Khar West. It is on floor 2. The total number of floors is 6. The price of this Apartment is Rs 4.4 Cr. Residents in this project also pay monthly maintenance charges of Rs 1200. It is a good, spacious Apartment unit with carpet area of 940 Square feet. The built-up area is 940 Square feet. There are 2 bedrooms and 2 b...",2.0,19.0555914,72.827141,https://media.istockphoto.com/id/1184204517/photo/modern-scandinavian-living-room-interior-3d-render.webp?a=1&b=1&s=612x612&w=0&k=20&c=CZzR0EteHu-3vbyM0QFffaI0i-Db_gSNl1ltQW8kxxo=
"Aarey Colony, Goregaon East,Mumbai","1 RK Flat for sale in Goregaon East, Mumbai",,Mumbai,47.0 L,"Aarey Colony, Goregaon East,Mumbai",220,21360,"A 1 RK Apartment for sale in Goregaon East, Mumbai. Posted by Owner, No brokerage involved. This beautifully designed 1 RK unit with all the modern-day comforts is one of Goregaon East's most desired properties. Contact now for more information. This 1 RK unit is on floor 2. There are 5 floors in this property. The price of this Apartment is Rs 47.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 220 Square feet. There are 1 bedroom. This residential property is near Power Technology, Dairy Research Institute, and Z. P. School Marathi Goregaon. It is also close to H B T T...",,19.1695389,72.8587902,https://images.pexels.com/photos/1918291/pexels-photo-1918291.jpeg?auto=compress&cs=tinysrgb&w=800
"Lokhandwala Complex, Andheri West,Mumbai","2 BHK Flat for sale in Andheri West, Mumbai",,Mumbai,1.75 Cr,"Lokhandwala Complex, Andheri West,Mumbai",600,29170,"Located at the end of the road, surrounded by greenery & peace.
Upcoming redevelopment project, preliminary proceedings underway. Expected to start in ~May 2023. 2 BHK expected to be redeveloped into 3 BHK.

Connectivity:
5-7 min from Versova Metro station.
3 min from upcoming Lokhandwala-Vikhroli Metro line station.
3 min from major BEST bus stops
2 min from Link road.
10 min from SV road.
1 min from Lokhandwala market.
10 min from Balasaheb Thackeray flyover (to WEH)
5 min from Kokilaben Dhirubhai Ambani Hospital
5 min from Infiniti 1 mall, Fun Republic, City mall, Mega mall / Vicinio Mall M...",2.0,19.131871,72.8256358,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
Divya Deep,"1 BHK Flat for sale in Borivali West, Mumbai",,Mumbai,1.1 Cr,"Borivali West, Mumbai",500,22000,"North Facing with ample sunlight. Accessible to Market, School etc. More About This Property Looking for a 1 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 1 BHK property in Mumbai's finest location, Borivali West. This is an owner listed property and there is no brokerage involved. It is on floor 6 out of 7 floors. This Apartment is available at a reasonable price of Rs 1.1 Cr. Maintenance charges in this property is Rs 2500. The built up area of this property is 500 Square feet. It is spacious for a family and this property has a carpet area of 450 Square feet. This proper...",1.0,19.2313925,72.8408607,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Gurukrupa Ugam,"1 BHK Flat for sale in Ghatkopar East, Mumbai",,Mumbai,1.3 Cr,"Pant Nagar, Ghatkopar East,Mumbai",600,21670,"1 BHK Apartment for sale in Ghatkopar East, Mumbai. This 1 BHK unit is available in Ghatkopar East and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Ghatkopar East. It is on floor 13. The total number of floors is 16. The price of this Apartment is Rs 1.3 Cr. Residents in this project also pay monthly maintenance charges of Rs 2460. It is a good, spacious Apartment unit with carpet area of 410 Square feet. The built-up area is 600 Square feet. There are 1...",1.0,19.0898651,72.9083754,https://plus.unsplash.com/premium_photo-1661963657305-f52dcaeef418?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Swapnapurti Co-Op Hsg Society,"1 BHK Flat for sale in Chembur, Mumbai",,Mumbai,1.1 Cr,"Tilak Nagar, Chembur,Mumbai",550,20000,"Just opposite to Tilak Nagar railway station with best connectivity to eastern express highway and western expressway thru SCLR bridge. Nearby to Ghatkopar, Chembur, Kurla and Vidyavihar stations all within 15 min reach. 2 storey Underground basement parking is available with ample space. More About This Property One of the finest property in Chembur is now available for sale. This is a 1 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 14 storeyed building. The price of this Apartment is Rs 1.1 Cr. Other charges when you move into this property include main...",1.0,19.0674263,72.8961927,https://images.unsplash.com/photo-1628745423010-bfb4df95f3eb?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzR8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Green Court,"2 BHK Flat for sale in Andheri West, Mumbai",,Mumbai,3.1 Cr,"Azad Nagar, Andheri West,Mumbai",700,44280,"Looking for a 2 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 2 BHK property in Mumbai's finest location, Andheri West. This is an owner listed property and there is no brokerage involved. It is on floor 7 out of 9 floors. This Apartment is available at a reasonable price of Rs 3.1 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 700 Square feet. There are a number of reputed schools in the vicinity such as German Spanish French Korean Classes in Mumbai | Cambridge Institute | Foreign Language Institute in Mumbai, Benchmarx Academy, an...",2.0,19.1269102,72.8376484,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyvVnIDMTlT1_7PL7zTBrKzpjC369cK-hsdGmFG8Tb8C6EnmMqkwGRJXQ&s
Vakratunda Palace,"2 BHK Flat for sale in Bhandup West, Mumbai",,Mumbai,1.65 Cr,"Sarvodaya Nagar, Bhandup West,Mumbai",810,20370,"Property for sale in Bhandup West, Mumbai. This 2 BHK Apartment is located in Mumbai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 11. The total number of floors in this building is 12. This Apartment's price is Rs 1.65 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 810 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Fortis Hospital Mulund, Fortis Hospital Mulund, and Madhu Polyclinic & Nursing Home (Madhu Hospital). Schools like ...",2.0,19.1587308,72.940408,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSw2iXIZVFA_AzYlVlNBeexN_3Vow31IMrX0ZBHrKYQhbIHR7ENHozv66w&s
Square AL Shifa,"1 RK Flat for sale in Kurla West, Mumbai",,Mumbai,48.0 L,"Hallow Pul, Kurla West,Mumbai",375,12800,"Looking for a good 1 RK Apartment in Kurla, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 9. Maintenance charges of this property is Rs 1500. This modern unit has a built-up area of 375 Square feet. The carpet area of this Apartment is 225 Square feet. This property has a good view and is East-facing. There are 1 bedroom and 1 bathroom. Lift is available in this Apartment. It is very close to some of city's best hospitals, such as, The Mumbai Heart Clinic, Asian Heart Institute, and Zen...",,19.0835409,72.8825744,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy4aXNB_08CmR2L_5jbJKvCTRkSAUaNstOuA&s
Maad Gopalkrishna Sankul,"1 BHK Flat for sale in Naigaon East, Mumbai",,Mumbai,38.0 L,"Naigaon East, Mumbai",450,8440,"Check out this 1 BHK Apartment for sale in Naigaon East, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Naigaon East is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 8. The total number of floors in this project is 9. The property's price is Rs 38.0 L. Residents in this property pay Rs 1200 towards maintenance. This property is a modern-day abode, with 450 Square feet built-up area. The carpet-ar...",1.0,19.0137554,72.8462943,https://media.istockphoto.com/id/1990444472/photo/scandinavian-style-cozy-living-room-interior.webp?a=1&b=1&s=612x612&w=0&k=20&c=F5A3eF6myaJpITu5ABnGqNjacGWYskuxeZviU-KpxPE=
Tilak heights,"2 BHK Flat for sale in Chembur, Mumbai",,Mumbai,1.27 Cr,"Postal Colony, Chembur,Mumbai",660,19240,"Property for sale in Chembur, Mumbai. This 2 BHK Apartment is located in Mumbai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 5. The total number of floors in this building is 5. This Apartment's price is Rs 1.27 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. This Apartment is a spacious unit, with carpet area of 660 Square feet and is ideal for families. The built-up area is 660 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthc...",2.0,19.0619766,72.8965007,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
Millennium Court,"2 BHK Flat for sale in Andheri West, Mumbai",,Mumbai,2.7 Cr,"Mhada Colony, Andheri West,Mumbai",1250,21600,"2bhk for sale in Millennium court building Oshiwara _15th floor with clear view and spacious rooms total privacy with podium parking More About This Property Check out this 2 BHK Apartment for sale in Andheri West, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Andheri West is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 15. The total number of floors in this project is 21. This property is a mo...",2.0,19.1339249,72.8255967,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMYopneXydH1Tj-HVI4vtdHy-PKAw_HOIggg&s
Joy Legend Wing A,"4 BHK Flat for sale in Khar West, Mumbai",,Mumbai,18.0 Cr,"Ambedkar Nagar, Khar West,Mumbai",5000,36000,"4 bhk bandra West ambedkar road 18 cr if you want under contruction I have 16 cr  More About This Property Looking for a 4 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 4 BHK property in Mumbai's finest location, Khar West. This is an owner listed property and there is no brokerage involved. It is on floor 18 out of 19 floors. This Apartment is available at a reasonable price of Rs 18.0 Cr. Maintenance charges in this property is Rs 20000. The built up area of this property is 5000 Square feet. It is spacious for a family and this property has a carpet area of 2400 Square f...",4.0,19.0747468,72.8325889,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFumepIzBgyE6MSKdQ96O1EOaN7KlrP7oyw&s
Dheeraj Realty Serenity,"4 BHK Flat for sale in Santacruz West, Mumbai",,Mumbai,12.0 Cr,"Willingdon, Santacruz West,Mumbai",1500,80000,"4 BHK Apartment for sale in Mumbai. This property is in Santacruz West, which is a coveted investment location. This tastefully designed 4 BHK unit is among Mumbai's best properties. No brokerage to be paid for this property. This 4 BHK property is posted directly by Owner. Contact now for more details. This property in Mumbai is on floor 12. The total number of floors in this Apartment is 12. Monthly maintenance charges come to Rs 5000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1500 Square feet. The carpet area is 1500 Square feet....",4.0,19.0685659,72.8370266,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
Srishti Micro Srishti,"2 BHK Flat for sale in Bhandup West, Mumbai",,Mumbai,1.37 Cr,"Subhash Nagar, Bhandup West,Mumbai",830,16510,"Check out this 2 BHK Apartment for sale in Bhandup West, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Bhandup West is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 6. The total number of floors in this project is 18. The property's price is Rs 1.37 Cr. Residents in this property pay Rs 4000 towards maintenance. This property is a modern-day abode, with 830 Square feet built-up area. The carpet-...",2.0,19.1572772,72.9436443,https://images.unsplash.com/photo-1512917774080-9991f1c4c750?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGhvdXNlfGVufDB8fDB8fHww
Yogi Swaroop CHS,"1 BHK Flat for sale in Borivali West, Mumbai",,Mumbai,1.0 Cr,"Yogi Nagar, Borivali West,Mumbai",430,23250,"Looking for a good 1 BHK Apartment in Borivali West, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 4. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 1.0 Cr. This modern unit has a built-up area of 430 Square feet. It is very close to some of city's best hospitals, such as, Apex Superspeciality Hospitals - Best Hospital in Borivali, QI Spine Clinic, and Dr Khatav's Mother's And Child Hospital. Established schools, such as Arihant Academy, St. Lawrence Hi...",1.0,19.2351117,72.8433385,https://images.pexels.com/photos/259962/pexels-photo-259962.jpeg?auto=compress&cs=tinysrgb&w=1200
