PROP-NAME,PROP_HEADING,CITY,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
CasaGrand The Address,"4 BHK Flat for sale in Karapakkam, Chennai",Chennai,,1.9 Cr,"Karapakkam, Chennai",2336,8130,"Looking for a good 4 BHK Apartment in Karapakkam, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 4. Maintenance charges of this property is Rs 4000. This Apartment is available for Rs 1.9 Cr. This modern unit has a built-up area of 2336 Square feet. The carpet area of this Apartment is 1800 Square feet. There are 4 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, such as, Apollo Cradle & Childrens Hospital Karapakkam, Dr. Mohan's Diabetes Specialities Centre ...",4.0,12.9117073,80.2277203,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRGU_zy1A-zstcvQn07U5GeCN8b49B29J4Yg&s
Mahindra Happinest Block B,"2 BHK Flat for sale in Avadi, Chennai",Chennai,,32.0 L,"Avadi, Chennai",667,4800,"2 BHK Apartment for sale in Avadi, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Avadi which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Avadi. The property is on floor 3 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 32.0 L. Residents also need to pay maintenance charges of Rs 1350. It is a very spacious property, spread over 452 Square feet. The built-up area is 667 Square feet. This ...",2.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG1lJQuZeAz1iEaSRlc9WezxNFe31_2RCYxo6zeDUErELmluUzRdRnbOg&s
Mahindra Happinest,"2 BHK Flat for sale in Avadi, Chennai",Chennai,,32.0 L,"Avadi, Chennai",667,4800,"2 BHK Apartment for sale in Chennai. This property is in Avadi, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 3. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 32.0 L. Monthly maintenance charges come to Rs 1350. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 667 Square feet. The ...",2.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa_wPYQK-qPTd7Wd7_gaWOxCFznuYcKfsjhw&s
"Avadi, Chennai","3 BHK Villa for sale in Avadi, Chennai",Chennai,,86.0 L,"Avadi, Chennai",1523,5650,"3BHK Individual Duplex villa 🏚️

*500 M from Bustop 🚌

*100 M from Mahalakshmi women's college

*100 M from SA polytechnic College

*300 M from velammal international school paruthipattu 🏫

*4 KM from Avadi railway station 🚉

*3 KM from Bangalore Highway 🛣️

*3 KM from Ayapakkam

*4 KM from Mogappair

*Park

* Black top roads

*Gated community

*24/7 security service

*Street lights

*Villa constructed in CMDA approved plot.

*Building plan approval available (G+1)

*95% Bank loan (For elegible customers) More About This Property Looking for a good 3 BHK Villa in Avadi, Chennai? This prop...",3.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
"Puzhal, Chennai","4 BHK Independent House for sale in Puzhal, Chennai",Chennai,,1.25 Cr,"Puzhal, Chennai",2100,5950,"Property for sale in Puzhal, Chennai. This 4 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.25 Cr. This Independent House is a spacious unit, with carpet area of 1525 Square feet and is ideal for families. The built-up area is 2100 Square feet. The property has 4 bedrooms and 4 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as MD Hussain Hospital, Manoj Hospital, and St Anthony's Hospital. Schools ...",4.0,13.1304812,80.2133666,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8MjvnbSc6liQnQkA4CxF3EUwZ9u_tAZ1zFw&s
"Villivakkam, Chennai","2 BHK Independent House for sale in Villivakkam, Chennai",Chennai,,55.0 L,"Villivakkam, Chennai",780,7050,"Check out this 2 BHK Independent House for sale in Villivakkam, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Independent House is perfect for a modern-day lifestyle. Villivakkam is a promising location in Chennai and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 60.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 780 Square feet built-up area. The unit has 2 bedrooms and 1 bathroom. Educational institutions ar...",2.0,13.1125875,80.2081378,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnROB3ZtRtJm_4XVzKMFoLov6SBm0cqx785Q&s
"Manali, Chennai","3 BHK Independent House for sale in Manali, Chennai",Chennai,,80.0 L,"Manali, Chennai",3230,2480,"A 3 BHK Independent House for sale in Manali, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Manali's most desired properties. Contact now for more information. The price of this Independent House is Rs 80.0 L. Each unit has a built-up area of 3230 Square feet. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near Sarathy Sarasathy Vidyalay, Vivekananda Vidyalaya, and SRF Vidyalaya. It is also close to TPL OHC, Anand Hospital, and Workers Hospital",3.0,13.1294075,80.2679725,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnANnncOBGJj9-VH5E6utNFsFLjkyr7cvQg&s
"Jamaliya Nagar, Perambur,Chennai","2 BHK Independent House for sale in Perambur, Chennai",Chennai,,2.5 Cr,"Jamaliya Nagar, Perambur,Chennai",1750,14290,"Looking for a 2 BHK Independent House for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Perambur. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 2.5 Cr. The built up area of this property is 1750 Square feet. It is spacious for a family and this property has a carpet area of 1750 Square feet. This property is East facing. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Velankanni Matriculation Hr. Sec. School,Ko...",2.0,13.1047863,80.2476827,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiP_PwpC1OYnhS3DnBsvvlHPLiDIDM7wehSA&s
"Tirusulam, Chennai","1 BHK Independent House for sale in Tirusulam, Chennai",Chennai,,30.0 L,"Tirusulam, Chennai",450,6670,"1 BHK Independent House for sale in Tirusulam, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Tirusulam which is a promising investment destination in Chennai. This might be your chance to grab the best 1 BHK property for sale in Tirusulam. This 1 BHK Independent House is available at a reasonable price of Rs 30.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 150 Square feet. The built-up area is 450 Square feet. This property has provision for 1 ba...",1.0,12.9804609,80.1657933,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
Mahindra Happinest,"1 BHK Flat for sale in Avadi, Chennai",Chennai,,23.0 L,"Avadi, Chennai",533,4320,"1 BHK Apartment for sale in Avadi, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Avadi which is a promising investment destination in Chennai. This might be your chance to grab the best 1 BHK property for sale in Avadi. The property is on floor 3 and the total number of floors is 3. This 1 BHK Apartment is available at a reasonable price of Rs 23.0 L. Residents also need to pay maintenance charges of Rs 1066. The built-up area is 533 Square feet. This property has provision for 1 bathroom. This property is auspi...",1.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
"Mogappair, Chennai","1 BHK Independent House for sale in Mogappair, Chennai",Chennai,,60.0 L,"Mogappair, Chennai",900,6670,"Best 1 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Chennai's top location, Mogappair. The property price of this unit is Rs 60.0 L. The built-up area is 900 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Velammal Matriculation Higher Secondary School, Velammal Matriculation Higher Secondary School, and Velammal Matriculation Higher Secondary School. Healthcare facility is also close at hand with MM...",1.0,13.0872613,80.1985693,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
"Thaiyur, Chennai","2 BHK Flat for sale in Thaiyur, Chennai",Chennai,,33.0 L,"Thaiyur, Chennai",1009,3270,"2 BHK Apartment for sale in Thaiyur, Chennai. This 2 BHK unit is available in Thaiyur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Thaiyur. It is on floor 1. The total number of floors is 12. The price of this Apartment is Rs 33.0 L. Residents in this project also pay monthly maintenance charges of Rs 3000. It is a good, spacious Apartment unit with carpet area of 800 Square feet. The built-up area is 1009 Square feet. There are 2 bedrooms and 2 bath...",2.0,12.763461,80.1581385,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiP_PwpC1OYnhS3DnBsvvlHPLiDIDM7wehSA&s
"Maraimalai Nagar, Chennai","2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Chennai,,38.0 L,"Maraimalai Nagar, Chennai",850,4470,"We arrange daily free site visit

Crystal clear documents

Economical price

Ground water at 30 feet

Black topped tar roads

Avenue free

Fully gated compound with entrance arch

Eb connection available

Water connection available

Pollution free environment

Ready to construction

15 years care taking of your plots

Near by schools, college, hospital available

Surrounded by house and apartments

Bus and share auto facility available

Near by fruits, vegetable shops, super markets available

90 % bank loan available this project

For site visit call

M Rajeswari More About This Property Look...",2.0,13.0177793,80.224953,https://images.unsplash.com/photo-1722421492323-eaf9c401befe?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM5fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Maraimalai Nagar, Chennai","2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Chennai,,38.0 L,"Maraimalai Nagar, Chennai",850,4470,"We arrange daily free site visit

Crystal clear documents

Economical price

Ground water at 30 feet

Black topped tar roads

Avenue free

Fully gated compound with entrance arch

Eb connection available

Water connection available

Pollution free environment

Ready to construction

15 years care taking of your plots

Near by schools, college, hospital available

Surrounded by house and apartments

Bus and share auto facility available

Near by fruits, vegetable shops, super markets available

90 % bank loan available this project

For site visit call

M Rajeswari More About This Property 2 BH...",2.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHt04SBAFAUclp76AURqPMi4uixUx8zGVDNA&s
"Chepauk, Triplicane,Chennai","10 BHK Independent House for sale in Triplicane, Chennai",Chennai,,1.55 Cr,"Chepauk, Triplicane,Chennai",3212,4830,"One of the finest property in Triplicane is now available for sale. This is a 10 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 1.55 Cr. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 3212 Square feet. There are 10 bedrooms and 6 bathroom. This property ensures you are a quick distance away from the city's best schools such as Sacred Heart Matriculation Higher Secondary School, Asan Memorial Senior Secondary School, and DAV Girls Senior Se...",10.0,13.0619312,80.280596,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh2Id5dHqC2rHXkmtupJTtwF--hHi7k73Epg&s
Elite Pride,"2 BHK Flat for sale in Avadi, Chennai",Chennai,,55.0 L,"Avadi, Chennai",990,5550,"A 2 BHK Apartment for sale in Avadi, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Avadi's most desired properties. Contact now for more information. This 2 BHK unit is on floor 1. There are 1 floors in this property. The price of this Apartment is Rs 55.0 L. Maintenance charges come to Rs 1000. Each unit has a built-up area of 990 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near KV HVF Alumni Association Avadi, Kendriya Vidyalaya OCF Avadi, and Nazareth Mat...",2.0,13.0151151,80.1923846,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Poonamallee, Chennai","4 BHK Independent House for sale in Poonamallee, Chennai",Chennai,,2.45 Cr,"Poonamallee, Chennai",4600,5330,"Looking for a 4 BHK Independent House for sale in Chennai? Your search ends here. Buy this 4 BHK property in Chennai's finest location, Poonamallee. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 2.45 Cr. The built up area of this property is 4600 Square feet. It is spacious for a family and this property has a carpet area of 4600 Square feet. There are 4 bedrooms and 4 bathroom. There are a number of reputed schools in the vicinity such as Aksent, RISHS International School, and St Joseph Nursery and Primary...",4.0,13.0455914,80.1137274,https://images.unsplash.com/photo-1649083048381-520a5b3d91ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Ambattur, Chennai","2 BHK Independent House for sale in Ambattur, Chennai",Chennai,,1.7 Cr,"Ambattur, Chennai",2962,5740,"Looking for a 2 BHK Independent House for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Ambattur. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 1.7 Cr. The built up area of this property is 2962 Square feet. There are 2 bedrooms and 5 bathroom. There are a number of reputed schools in the vicinity such as Shree Music Academy - Music & Dance Institution in Ambattur Since 1999, Sir Ramaswami Mudaliar Higher Secondary School, and Aacini Matric Hr Sec School.. Medi...",2.0,13.068518,80.2280904,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Anna Nagar, Chengalpattu,Chennai","2 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,31.4 L,"Anna Nagar, Chengalpattu,Chennai",850,3690," !!!GREETINGS FROM VETRI REALS!!! 

Project name: M.M.Nagar. Location: Chengalpattu. 
Total Land extent: 23 Acres.
Total no.of plots: 544.


 Salient Features: 

1. Safe gated community. 
2. Established residential area. 
3. Pollution free environment. 
4. Black top tar roads. 
5. Avenue trees. 
6. 30 ft,23 ft roads.
7. Copious sweet drinking water. 
8. Entrance arch. 
9.  Four parks.
10. On Chennai-Trichy National Highway(NH-45) 
11.Vidya Sagar women's college & schools
12.Sri Andal Azhagar College
13.Rajeswari Vedhachalam Arts & Science College
14. Government Medical College
15.Sri Karpaga V...",2.0,12.9804066,80.1435617,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT9kgO1jNRbDZusATwtcUqCH45USzCvxFz2g&s
Apex Ford City,"2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Chennai,,65.0 L,"Maraimalai Nagar, Chennai",1550,4190,"2 BHK Independent House for sale in Maraimalai Nagar, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Maraimalai Nagar which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Maraimalai Nagar. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 250 Square feet. The built-up area is 1550 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed...",2.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwdhUHf0ReCSvejBYku3E4epGSgIM63UXVrg&s
Real Earth Aksharam by Real Earth Properties,"3 BHK Flat for sale in  Mahabalipuram, Chennai",Chennai,,65.0 L," Mahabalipuram, Chennai",1048,6200,"One of the finest property in Mahabalipuram is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 2 storeyed building. The price of this Apartment is Rs 65.0 L. This Apartment is spacious with a built-up area of 1048 Square feet. This property ensures you are a quick distance away from the city's best schools such as Abiraami Yogaalayam, roobasmith, and Achiner Academy. It is also close to good and reputed hospitals like Ananthi Clinic, Suradeep Hospitals, and SHIVANA HERBALS CLINIC",3.0,12.9597724,80.2450068,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDraQ5G3s2YOBtmzqzFlkkpdwGrflfHHsf2Q&s
"Maraimalai Nagar, Chennai","1 BHK Flat for sale in Maraimalai Nagar, Chennai",Chennai,,34.65 L,"Maraimalai Nagar, Chennai",980,3540,"One of the finest property in Maraimalai Nagar is now available for sale. This is a 1 BHK Apartment posted directly by owner. Make it yours now. It is on floor 0. It is a 2 storeyed building. Other charges when you move into this property include maintenance, which is Rs 500. This Apartment is spacious with a built-up area of 980 Square feet. The carpet area is 900 Square feet. There are 1 bedroom and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as St.Joseph’s Matric. Hr. Sec. School, SIVANANDA RAJARAM SENIOR SECONDARY SCHOOL,CBSE, and Mm Na...",1.0,13.0177793,80.224953,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
"Maraimalai Nagar, Chennai","2 BHK Villa for sale in Maraimalai Nagar, Chennai",Chennai,,37.0 L,"Maraimalai Nagar, Chennai",800,4630,"Looking for a 2 BHK Villa for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Maraimalai Nagar. This is an owner listed property and there is no brokerage involved. This Villa is available at a reasonable price of Rs 37.0 L. Maintenance charges in this property is Rs 200. The built up area of this property is 800 Square feet. It is spacious for a family and this property has a carpet area of 150 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as St.Joseph’s Matric. Hr. Sec. School, SIVANA...",2.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa_wPYQK-qPTd7Wd7_gaWOxCFznuYcKfsjhw&s
"Ambattur, Chennai","2 BHK Independent House for sale in Ambattur, Chennai",Chennai,,1.0 Cr,"Ambattur, Chennai",2000,5000,"Property for sale in Ambattur, Chennai. This 2 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.0 Cr. The built-up area is 2000 Square feet. The property has 2 bedrooms and 3 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Revamp Hospital, Chennai Health Foundation, and Mahalakshmi Hospital. Schools like Shree Music Academy - Music & Dance Institution in Ambattur Since 1999, Sir Ramaswami Mudaliar ...",2.0,13.068518,80.2280904,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyvVnIDMTlT1_7PL7zTBrKzpjC369cK-hsdGmFG8Tb8C6EnmMqkwGRJXQ&s
"Guduvancheri, Chennai","1 BHK Independent House for sale in Guduvancheri, Chennai",Chennai,,29.0 L,"Guduvancheri, Chennai",600,4830,"Best 1 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Chennai's top location, Guduvancherry. The property price of this unit is Rs 29.0 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 200 Square feet. The built-up area is 600 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Bharathiyar Matriculation Higher Secondary School, St .Mary's Matriculation School, and SRM Public School. Healt...",1.0,12.8439997,80.0603546,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZABuUXhYCF0QqxZ8I_Mu6K8-4z67LTX_oBA&s
Guru Raghavendra Nagar,"2 BHK Independent House for sale in Thalambur, Chennai",Chennai,,36.0 L,"Thalambur, Chennai",800,4500,"Property for sale in Ottiyabakkam, Chennai. This 2 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 36.0 L. Homebuyers will also need to pay Rs 300 towards maintenance. This Independent House is a spacious unit, with carpet area of 400 Square feet and is ideal for families. The built-up area is 800 Square feet. The property has 2 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Sri Isar...",2.0,12.8469006,80.2271771,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
